31.0,45.0,32.0,35.0,32.0,37.0,32.0,41.0,-0.005276995872054302,1.9608470268408393,2.3780224358005118,-3.0511165899163895
31.0,46.0,31.0,48.0,32.0,31.0,32.0,39.0,-0.08599880323914458,-1.0598077474343814,1.4180169932001558,-1.3584374244083508
32.0,35.0,32.0,42.0,33.0,46.0,34.0,32.0,-2.609868586330988,-2.7139271852460087,2.5428008880969952,-2.5670491646817295
31.0,40.0,36.0,35.0,37.0,47.0,41.0,48.0,-2.9356252306023465,-2.0072150291963293,-1.1773868251576263,-0.22128381747795656
31.0,47.0,33.0,45.0,34.0,41.0,35.0,43.0,0.5635319898139814,1.9957436878244805,1.4787993449987755,1.6076841648222604
31.0,36.0,31.0,40.0,31.0,44.0,31.0,47.0,0.7587805539924305,0.40573696893288463,0.049903647699769765,-0.18240275024317745
31.0,31.0,33.0,36.0,38.0,36.0,42.0,35.0,1.3817125095791059,-1.490421289891468,-1.2367051702788143,-0.8324740000662881
33.0,40.0,34.0,36.0,34.0,47.0,35.0,31.0,-0.26164107138463205,-0.5645429297736795,0.32680666780308515,-2.729834684289826
32.0,41.0,33.0,37.0,33.0,45.0,34.0,32.0,0.3570725528485469,0.561105352585625,0.0947687469968078,0.8130504860440475
36.0,38.0,36.0,46.0,37.20000076293945,40.80000305175781,38.0,31.0,1.7421727444272632,-1.9341230977442625,-1.5496247530286795,0.6450081363353529
31.0,35.0,32.0,47.0,46.0,37.0,46.0,41.0,0.6725752530618899,-2.3253381934309516,1.3446116057033943,0.5760048691573602
31.0,38.0,33.0,44.0,35.0,44.0,36.0,38.0,0.5242719432604673,0.25023990566677806,0.32166547697639486,0.6801915761252567
31.0,45.0,32.0,37.0,32.0,41.0,33.0,35.0,-2.2957733900817563,-2.920558629347728,-1.9991550344953386,-2.3596457275681875
31.0,32.0,31.0,36.0,32.0,38.0,32.0,42.0,1.795184337619066,2.2868252132944287,1.7455594720990977,1.885908946668458
34.0,40.0,35.0,31.0,35.0,36.0,39.0,37.0,3.052945719787784,-1.5677692879006504,-2.303199242354412,-0.9372226896897115
32.0,33.0,32.0,43.0,33.0,35.0,33.0,41.0,2.9102343416365115,2.93882187574657,-3.1031337564987154,3.073895690927804
36.0,38.0,38.0,31.0,38.0,33.0,38.0,38.0,-0.08227235965601866,0.17393539249166762,-0.027147047881078006,-0.13110549849001718
34.0,33.0,36.0,33.0,39.0,35.0,42.0,40.0,-0.32102748872366654,2.7760412850873486,0.6514577727813673,-1.53690334332192
31.0,33.0,31.0,36.0,34.0,39.0,34.0,45.0,-2.1874473753080435,3.037780613590176,0.34172644346577535,-0.11966161492845118
31.0,34.0,33.0,34.0,34.0,31.0,34.0,37.0,-1.4442041995149246,-2.983811796691427,3.130145630330887,3.0099968907421886
31.0,36.0,32.0,34.0,32.0,38.0,33.0,42.0,0.03518991541661857,0.10759309004876837,-0.01627163384264091,-0.5410720194698487
31.0,41.0,31.0,44.0,32.0,47.0,33.0,36.0,0.010843948158568152,-0.11809944197700856,0.027566831511956408,0.0804066939933935
31.0,33.0,34.0,32.0,34.0,36.0,36.0,39.0,-0.03445762995243134,0.4695138558454424,-0.7629900830545646,-1.8099583199126805
35.0,31.0,37.0,38.0,37.0,43.0,37.0,46.0,0.4321642273482941,0.13954297449049868,0.17148308110621527,0.019798417577775857
32.0,40.0,33.0,43.0,35.0,34.0,35.0,36.0,-0.5835330434944322,1.1068353925279462,-0.24911121951200813,-0.8604568894318331
31.0,32.0,31.0,38.0,31.0,44.0,32.0,36.0,0.22336439162349267,0.29470986113330294,-0.17175412211061492,0.3875955531368828
31.0,32.0,31.0,35.0,31.0,43.0,33.0,39.0,0.6820254687347007,1.2106468341060836,1.222744543713353,2.1442677592247197
31.0,36.0,31.0,47.0,32.0,44.0,33.0,32.0,1.5707963267948966,-0.012949209888966032,0.4735232640493851,-2.9729186080240813
32.0,42.0,32.0,45.0,44.0,48.0,46.0,44.0,0.9228548784409997,0.8435403890542196,-0.014564620272040828,1.342827947464233
33.0,36.0,33.0,38.0,37.0,39.0,38.0,47.0,3.0048421505109806,2.246704228304722,2.036680188918062,1.745546793107166
32.0,33.0,32.0,44.0,33.0,40.0,34.0,36.0,2.7588833011703886,1.5313293532161945,2.362822934835064,2.7803857396062486
31.0,32.0,31.0,38.0,33.0,36.0,34.0,33.0,0.058988519713682804,-0.22179576580390573,-0.3703759477364925,0.8833164087693192
31.0,43.0,33.0,36.0,36.0,41.0,39.60000228881836,38.400001525878906,-1.3342496220585378,-2.6657910617414284,-0.8708200664114312,2.930705237036523
33.0,39.0,34.0,31.0,34.0,44.0,35.0,35.0,0.9059566434606007,1.5113587518339877,2.0897890197477476,1.4592155431780511
32.0,48.0,33.0,36.0,34.0,42.0,36.0,34.0,2.2036034942661624,1.7851419180903245,2.0572227991071466,1.7408591650994714
31.0,31.0,31.0,44.0,32.0,40.0,32.0,42.0,-0.2666881590229719,0.8122062555885641,-0.4853833158425988,1.6847209482071226
31.0,40.0,34.0,44.0,36.0,40.0,44.0,34.0,1.0105454989729599,0.06910406207903914,1.3636352020176097,1.9627719670498271
